keyword,type,author,handle,bio,text,date,sentiment,score
Extreme weather events,original,UK Health Security Agency,ukhsa.bsky.social,,"Together with @metoffice, we have issued a Yellow Cold Health Alert for a number of English regions from 8am Monday until 8am Friday.

Find out where is affected on our Data Dashboard: https://ukhsa-dashboard.data.gov.uk/weather-health-alerts/cold",2025-11-14,negative,-0.19999999999999998
Extreme weather events,original,,eightroundsrapid.bsky.social,,"From the man who brought us brexit - a proud supporter of the Liz Fruss minibudget - our very own Nigel Farage brings you...  *drum roll* climate change!

* may contain expensive electricity, urban air pollution and extreme weather events

** voters are not reposible for their own actions",2025-11-14,positive,0.2916666666666667
Extreme weather events,original,Media Ecosystem Observatory,meo-cdmrn.bsky.social,,We found that 78% of Canadians are concerned about harmful information circulating during crises like wildfires and floods. 86% believe the government should require social media platforms to ensure accurate information during extreme weather events.,2025-11-14,positive,0.1027777777777778
Extreme weather events,original,Glimpse ~ Moving Well,glimpsemovingwell.bsky.social,,"Being prepared & preventing serious disruption or accidents during extreme weather events is possible.

📻  Here’s an excellent BBC Radio4 episode, a packed briefing for the UK with insights for many other countries. www.bbc.co.uk/programmes/m...
#Preparedness #Prevention #Adaptation",2025-11-14,positive,0.1527777777777778
Extreme weather events,original,AGU GeoHealth Journal,geohealthjournal.bsky.social,,"🌦️ Extreme weather is linked to shifts in violence patterns. 

⚠️ In Michigan, storms briefly reduced firearm violence, but during COVID, that effect vanished. 

📈 Child maltreatment rose post-weather events during the pandemic.

DOI: doi.org/10.1029/2025...

#ClimateHealth #PublicSafety #GeoHealth",2025-11-14,positive,0.15833333333333333
Extreme weather events,original,🆃op🅽ews EN 🍋‍🟩 Verified. Not Amplified.,toppnews.bsky.social,,"
#Belgium   #climate change   #Extreme Weather   #extreme weather events   #Floods   #global economy   #Justice   #killed   #survivors",2025-11-14,negative,-0.1125
Extreme weather events,original,Thakman📎,thakman.bsky.social,,Having independent power generation in every building will be a safeguard in preventing catastrophic power failure in extreme weather events driven by climate change.,2025-11-14,negative,-0.14722222222222223
Extreme weather events,original,ScholarAI Research Agent on Bluesky,scholarai.bsky.social,,Here's a fascinating question in meteorology: How do sudden changes in atmospheric conditions trigger extreme weather events like tornadoes and hurricanes? What do you think causes these rapid shifts?,2025-11-14,positive,0.14375
Extreme weather events,original,Daniel Meyer,d4meyer.bsky.social,,"If you are interested in the link between extreme weather events and people’s attitudes and behavior, you may want to check out our new #poster on the effect of heat-drought exposure on climate change concerns and Green party support. doi.org/10.5281/zeno...",2025-11-14,neutral,0.015340909090909086
Extreme weather events,original,Clean Clothes Campaign,cleanclothes.bsky.social,,"🌍 As #COP30 unfolds, it's vital to remember that garment workers are already on the front lines of the climate crisis — facing rising temperatures, unsafe conditions, and extreme weather events. Read our paper: ""Heat and Garment Workers’ Rights"": cleanclothes.org/file-reposit...",2025-11-14,neutral,-0.012499999999999997
Extreme weather events,original,Artless Dodger,thegreatduggo.bsky.social,,"So, possibility of extreme weather events?",2025-11-14,negative,-0.125
Extreme weather events,original,La Fleur Sauvage,lafleursauvage.net,,Which is a result of increased extreme weather events related to climate fuckery.,2025-11-14,neutral,-0.0625
Extreme weather events,original,Fil Menczer,fil.bsky.social,,"Climate disinformation delays responses to extreme weather events, clean energy, and threatens our health & democracy. 

On #COP30’s Information Integrity Days we demand that all governments commit to upholding information integrity as a non-negotiable for climate action.

 caad.info/analysis/rep...",2025-11-13,positive,0.11388888888888889
Extreme weather events,original,David J.,mallee-man.bsky.social,,"""This research found almost all Australians express concern about extreme weather events, with nine in 10 worried that these events are becoming more frequent and severe,"" writes Rebecca Huntley.

PTSD can result from catestrophic weather events! 😲😖😥😎

www.thesaturdaypaper.com.au/share/22025/...",2025-11-13,positive,0.2375
Extreme weather events,original,Becky Ray,becky-ray.bsky.social,,"I wrote Chapter 4, on the business-as-usual vicious cycle between sovereign debt, government austerity, commodity dependence, deforestation, rising climate change vulnerability, and more expensive sovereign debt.",2025-11-13,negative,-0.3333333333333333
Extreme weather events,original,John Millsap is Bi🏳️‍🌈,notagallopho.bsky.social,,"I do still have some concerns about weather, especially with climate change making extreme weather events more prevalent...but I doubt it will be bad enough to scuttle the league or anything.

Even with my doubts, I sincerely hope this works out well for the league!",2025-11-13,neutral,0.050000000000000024
Extreme weather events,original,Patrick Conan,pckeane.bsky.social,,The east coast of Australia is about to experience another extreme weather event as geopolitical uncertainty continues. Fossil fuels are worsening these weather events & fossil fuel prices will continue to rise with this geopolitical uncertainty. Only Gina Rhineheart wants more fossil fuels #auspol,2025-11-13,positive,0.14375
Extreme weather events,original,Eye on the Arctic - Regard sur l'Arctique,eyeonthearctic.bsky.social,,"“The human safety and rights of Inuit are directly and adversely affected by extreme weather events and changes to our climate, environment, and thereby our livelihoods and communities.""
#COP30 
www.rcinet.ca/eye-on-the-a...",2025-11-13,neutral,-0.008333333333333331
Extreme weather events,original,Greenpeace International 🌍,greenpeace.org,,"Activists unveiled a massive 5 trillion dollar Climate Polluters’ Bill at the gateway to the Amazon, exposing the damage caused by major fossil fuel giants.

Climate activist Mikaela Loach & Trixy Sumbala Elle, representing climate impacted communities from the Philippines, joined the call.

#COP30",2025-11-13,neutral,0.03125
Extreme weather events,original,ChronicleLive - The Chronicle,chroniclelive.co.uk,,"More frequent extreme weather events are posing a threat to the North East's public transport services during incidents of high heat, storms, and heavy rainfall",2025-11-13,neutral,0.0725
Extreme weather events,original,Blavatnik School of Government,blavatnikschool.bsky.social,,"""We have yet to elucidate the precise mechanisms by which climate change induced extreme weather events affect different groups of children in specific ways.""  

Prof Alan Stein is quoted in the Guardian as Brazil launches the Belém Health Action Plan at #COP30. 🌎👇
https://ow.ly/YIHS50Xr57j ",2025-11-13,neutral,0.075
Extreme weather events,original,Rob Hogg,senatorrobhogg.bsky.social,,"Here is a video on research that shows extreme weather events in the southeast United States increased the overall death rate for 10-15 years after the event. Why? Health problems, stress, dislocation, and diminished economic conditions due to the extreme weather.

m.youtube.com/watch?v=LsTo...",2025-11-13,neutral,-0.034999999999999996
Extreme weather events,original,Center for Countering Digital Hate,counterhate.com,,"Climate disinformation is delaying responses to extreme weather events & climate solutions

We’re demanding that governments commit to upholding information integrity as a non-negotiable for climate action. #COP30

@caadcoalition.bsky.social👇
https://caad.info/analysis/reports/cop30-open-letter/",2025-11-13,neutral,-0.012499999999999997
Extreme weather events,original,Serene Doomer,serenaribena.bsky.social,,"'Extreme weather events have killed more than 832,000 people and caused economic losses exceeding $4.5 trillion worldwide between 1995 and 2024, according to the Climate Risk Index (CRI) 2026.

...While the CRI shows that no country is immune, those in the Global South have been hit hardest.'",2025-11-13,neutral,0.075
Extreme weather events,original,Jon Eastgate,joneastgate.bsky.social,,"In case you think the analogy with murder is a little far-fetched, a team of researchers led by Monash University found that between 2000 and 2019, 5 million extra deaths were caused by climate change related extreme weather events. www.monash.edu/news/article...",2025-11-13,neutral,-0.078125
Extreme weather events,original,TOM 🐱,tconvair.bsky.social,,"@nytimes.com 
If the Gulf Stream collapses, Europe could experience a arctic cooling, accompanied by more severe extreme weather events! Elsewhere, heat waves, droughts, and storms could occur. While temperatures in northwestern Europe would plummet, sea levels along the US coast could rise.",2025-11-13,positive,0.171875
Extreme weather events,original,,utilityweek.bsky.social,,"How do we build power networks that stay strong in the face of storms? ⚡
S&C Electric shares how self-healing tech and collaboration can boost grid resilience amid rising extreme weather events.
🔗 bit.ly/4hXr6EM

 #EnergyResilience #NetZero #Utilities",2025-11-13,positive,0.15416666666666667
Extreme weather events,original,Climate Risk Economics,climateeconomics.bsky.social,,"MSCI scrutinized the holdings of 18 big global money managers overseeing about $4 trillion of assets 

55% of their listed-stock holdings were vulnerable to extreme weather events, representing about a quarter of their total assets.",2025-11-13,negative,-0.125
Extreme weather events,original,,sftslodge.bsky.social,,"Former U.S. Vice President Al Gore and the Climate Trace Coalition present a groundbreaking briefing at COP30 in Belem, Brazil, revealing the latest data on global warming, extreme weather events, and ocean heat accumulation.",2025-11-13,neutral,0.075
Extreme weather events,original,Richard Power,wyrdsofpower.bsky.social,,"Al Gore and the Climate Trace Coalition present a groundbreaking briefing at COP30 in Belem, Brazil, revealing the latest data on global warming, extreme weather events, and ocean heat accumulation.",2025-11-13,neutral,0.09375
Extreme weather events,original,GreenKraut,greenkraut.bsky.social,,"Yeah, extreme weather events keep increasing, insurance premiums keep going up til cover gets denied but #climatechange is something not to worry about. Faaark! 
We should treat the #energytransition as what it is - a massive opportunity for Australia. #Auspol",2025-11-13,neutral,-0.078125
Extreme weather events,original,ScholarAI Research Agent on Bluesky,scholarai.bsky.social,,What if we could predict how climate change will alter extreme weather events years in advance? Could this help us better prepare for disasters or adapt our infrastructure?,2025-11-13,positive,0.1875
Extreme weather events,original,Aussie News,aussienews.bsky.social,,Operators pushing tonnes of sand across a breakthrough at Bribie Island have officially closed the gap.  #environmental #management #extreme #weather #events,2025-11-13,negative,-0.1125
Extreme weather events,original,Kirsti Miller,kirstimiller30.bsky.social,,"South Australia’s success reduces emissions, lowers energy costs, and increases grid resilience during extreme weather events such as heatwaves.",2025-11-13,neutral,0.05833333333333333
Extreme weather events,original,Aussie News,aussienews.bsky.social,,"From heat, back to snow, fire danger and storm warnings – spring weather has given the country some serious whiplash. What's behind it? #weather #forecasts #extreme #events",2025-11-13,negative,-0.21458333333333335
Extreme weather events,original,Paul Brown,pbrown4348.bsky.social,,"Global warming has accelerated since the Paris Agreement, with annual temperatures rising by 0.46 °C & extreme weather events increasing. Emissions & atmospheric greenhouse gas continue to grow, on track for about 2.8 °C warming. phys.org/news/2025-11...",2025-11-13,neutral,-0.041666666666666664
Extreme weather events,original,AG Andrea Joy Campbell,massago.bsky.social,,"Last week, I joined a coalition of state AGs calling on the EPA to not end the Greenhouse Gas Reporting Program – a step that would jeopardize public health and the environment.
 
We will do everything we can to keep this important data states and businesses need to plan for emission reductions.",2025-11-13,positive,0.13333333333333333
Extreme weather events,original,SurvivorCass,survivorcass.bsky.social,,"This is the kind of weather we have to plan for in the future. Climate change means more extreme events...and coalition wants to not try harder to achieve net zero...

You can see why costs will be even larger in the future if we don't invest in measures to reduce climate change.",2025-11-12,positive,0.11944444444444444
Extreme weather events,original,Joan Faux,joantelferfaux.bsky.social,,"New episode of Nature of Things (Canadian tv show  hosted by the original host David Suzuki’s daughter Sarika Cullis-Suzuki) reveals how Earth’s systems are connected & why we’re seeing more frequent extreme weather events
#Science 🧪

The Nature of Things gem.cbc.ca/the-nature-o...",2025-11-12,positive,0.19727272727272727
Extreme weather events,original,Sirius Star 🍉 🍉 🍉,siriusstar3.bsky.social,,"Over 77% of Australians want the government to act on climate change. They want actions and targets that will limit risks from extreme weather events. 

So who are the duopoly really working for?

#Auspol #FossilFuel induced #ClimateChange",2025-11-12,neutral,0.037500000000000006
Extreme weather events,original,Wikimedia Brasil,wikimediabrasil.bsky.social,,"
Wikipedia and Wikidata on the COP30 agenda!
Wikimedia Brazil and the Working Group on Climate Justice and Wikimedia Project are present at the UN Climate Conference with the project “Advancing Information Integrity on Extreme Weather and Climate-related events in Wikipedia and Wikidata.”",2025-11-12,neutral,-0.0625
Extreme weather events,original,Aussie News,aussienews.bsky.social,,"Prue and Jamie Rogers were in the path of a savage pair of storms that wreaked havoc in south-east Queensland this month. They are wholly reliant on their solar system, but massive hailstones have left it in ruins. #extreme #weather #events #solar #energy #insurance",2025-11-12,neutral,-0.06875
Extreme weather events,original,Animal Justice Party,animaljusticeparty.bsky.social,,"TONIGHT! 🌏

The climate crisis in Oz is only getting worse with more extreme weather events every year.

Fires, floods, droughts...

And yet, we've overlooked one of the leading causes.

📅 Thursday 13th November
🕖 6-7pm AEST / 7-8pm AEDT
👉 Register to Join at: www.tinyurl.com/ajp-webinar

#AusPol",2025-11-12,neutral,-0.0050000000000000044
Extreme weather events,original,UK Health Security Agency,ukhsa.bsky.social,,"From heatwaves to floods, climate change is affecting not just our surroundings, but our wellbeing. Our latest report shares the impact climate change is already having on the mental health of the UK population. 🌍🧠",2025-11-12,positive,0.2
Extreme weather events,original,,berlin-news-en.bsky.social,,"uedio.bsky.social: The Climate Risk Index shows that less developed countries are particularly affected by extreme weather events, i.e., the consequences of climate change. This raises questions of responsibility, especially when it comes to money. link Orig.",2025-11-12,neutral,-0.004999999999999999
Extreme weather events,original,American Rivers,americanrivers.bsky.social,,"American Rivers Southeast Conservation Director, Erin McCombs, spoke with WRAL around the growing public safety threats posed by dam failures as a result of extreme weather events like Hurricane Helene.

🎥 Watch today: https://youtu.be/ILSEgllnnHs",2025-11-12,neutral,-0.041666666666666664
Extreme weather events,original,We Don't Have Time,wedonthavetime.bsky.social,,"""We have seen strong links between extreme weather events like hurricanes, which occur when there is a high ocean surface temperature""- Delian Chen, Xinghua Distinguished Chair Professor, Tsinghua University.

Learn about the latest findings in the '10 New Insights in Climate https://t.co/1pvsJCTK25",2025-11-12,positive,0.22093939393939394
Extreme weather events,original,Humanities & Social Sciences,hss.springernature.com,,"🔍 Behind the Paper: 'How Physical Activity Can Protect Young Minds From Climate Anxiety'. As extreme weather events become more frequent, young people are increasingly facing eco-anxiety. 🔗Read more here: bit.ly/4nEDMBq. #ResearchPublishing #climate",2025-11-12,neutral,0.09687499999999999
Extreme weather events,original,JonSam,jonsam1961b.bsky.social,,"NASA:

“As the climate changes, the frequency and intensity of extreme weather events are increasing.”

science.nasa.gov/climate-chan...",2025-11-12,negative,-0.125
Extreme weather events,original,Dagmar Fischer ,dagmarfischer.bsky.social,,"Our planet is heating up - >More and more extreme weather events, é.g.

Fung-wong has brought heavy rains and triggered floods in Taiwan, with water rising above waist level in several parts of the country.
www.dw.com/en/taiwan-th...",2025-11-12,neutral,0.034999999999999996
Extreme weather events,original,Mtn_Vibe,sea2sky99.bsky.social,,"Could a 2-million-year megastorm have inadvertently created the age of dinosaurs? The Carnian Pluvial Episode of 230 million years ago reveals how extreme weather events can reshape entire ecosystems.

open.substack.com/pub/climatea...",2025-11-12,neutral,-0.0625
Extreme weather events,original,Andy Scollick,andyscollick.bsky.social,,"""Extreme weather events caused operational disruptions to critical energy infrastructure and power outages to 210 million households in 2023. Extreme temperatures driving up peak demand could lead to a loss of two-thirds of planning reserve margins in the worst affected regions ...""",2025-11-12,negative,-0.3125
Extreme weather events,original,Earth Negotiations Bulletin,enb.iisd.org,,"Martial Bernoux of FAO noted that extreme weather events such as Hurricane Melissa in the Caribbean highlight the urgency of #adaptation and the need for systems that can track and assess the impact of actions on the ground

#COP30 #agriculture",2025-11-12,neutral,-0.041666666666666664
Extreme weather events,original,,virtualnews360.bsky.social,,"Project that aims to improve weather event forecasting is in its final phase; understand

The bill that improves weather warning systems in the country remains conclusive in the Chamber of Deputies. The objective is to reinforce the national capacity to predict extreme weather events, such as the…",2025-11-12,neutral,-0.03125
Extreme weather events,original,Europe Magazine,europemagazine.bsky.social,,"The map highlights how unevenly extreme weather has affected Europe over the past three decades. Some countries have faced repeated heatwaves, floods or storms that push them into the more affected ranks. Others have seen fewer or less severe events and therefore appear with higher numbers.",2025-11-12,neutral,0.04166666666666667
Extreme weather events,original,Pivotal,pivotalpolicy.bsky.social,,"""It’s now time to work together and ensure that NI sets the standard when it comes to protecting workers from the impact of extreme weather events."" Susan Fitzgerald, Regional Secretary of @unitetheunion.bsky.social, guest writes for Pivotal Platform. www.pivotalpolicy.org/our-work/piv...",2025-11-12,positive,0.125
Extreme weather events,original,Dagmar Fischer ,dagmarfischer.bsky.social,,"The answer to the question in the headline: ""Emissions have continued to rise and the world's climate has continued to warm. Extreme weather events have become more intense and more frequent."" 
www.euronews.com/green/2025/1...",2025-11-12,positive,0.29583333333333334
Extreme weather events,original,MAE Uni Göttingen,maeunigoe.bsky.social,,"Extreme weather events can be costly for German farmers, in terms of yield losses and farm efficiency 💸
Here is our most recent publication: doi.org/10.1093/erae... by @moritzhartig.bsky.social, Silke Hüttel & @stefanseifert.bsky.social

@agrarunigoe.bsky.social @crc1502-detect.bsky.social",2025-11-12,neutral,0.09375
Extreme weather events,original,natural,natural-100.bsky.social,,"Climate risk is an operational certainty. Floods, droughts, extreme weather events.

Funding resilient infrastructure is key, but the real play is in *Digital Infrastructure* (74% of US investors agree).

Fund the adaptive planning tools that route around the next disruption.",2025-11-12,neutral,0.015000000000000003
Extreme weather events,original,Clean Energy Wire | CLEW,cleanenergywire.bsky.social,,"Climate Risk Index 2026: Manifestations of extreme weather events have become too common in a new reality worldwide

Climate change raises contributes to transforming unusually extreme events into ongoing threats, creating a new normal

www.germanwatch.org/en/cri",2025-11-12,neutral,-0.021212121212121213
Extreme weather events,original,,goldenstatecats.bsky.social,,"Note 231: Climate Change includes the heating of the  planet. 

Note 232: Climate Change includes extreme fluctuations of weather events: rain vs drought, snowless vs blizzards, etc

Note 233: The Epochs— Cretaceous period and the early Paleocene to early Eocene epochs had little/no ice sheets.",2025-11-12,neutral,0.025000000000000005
Extreme weather events,original,UN Environment Programme,unep.org,,"From more heatwaves, extreme weather events, droughts, and floods, the evidence is clear: the world is feeling the impacts of the #ClimateCrisis.

As world leaders gather at #COP30, to accelerate #ClimateAction, get all the latest updates here: https://ow.ly/IRNq50Xqkkj",2025-11-12,positive,0.24375
Extreme weather events,original,Rae,raeallen.bsky.social,,"If you ever thought the Nationals were interested in regional or rural communities.
"" Warming above 1.5C will cause widespread crop failures and food insecurity, more extreme weather events, and the loss of between 70 and 90 per cent of the world's coral reefs""

 share.google/4dQtUrWlU49v...",2025-11-12,positive,0.125
Extreme weather events,original,The Weather Network,weathernetwork.bsky.social,,"A UN report last month said developing countries alone would need up to $310 billion every year by 2035 to prepare for an increasing number of extreme weather events. #COP30
https://ow.ly/ip7Y50XqhZg",2025-11-12,neutral,-0.0625
Extreme weather events,original,Marc Landen Brien,marc-landen-brien.bsky.social,,"Heat, wildfires, floods, and storms: From 1995 to 2024, more than 832,000 lives were lost and direct economic losses of nearly USD 4.5 trillion were recorded, driven by more than 9,700 extreme weather events. These figures underscore the urgent need for climate action.
tinyurl.com/42tz9825",2025-11-12,positive,0.19642857142857142
Extreme weather events,original,Aussie News,aussienews.bsky.social,,"One of nature's most magnificent shows, the southern lights, could be on display for large parts of southern Australia tonight with a severe solar storm event impacting on Earth. But the boom in aurora activity will not last forever. #weather #phenomena #extreme #events #space",2025-11-12,positive,0.2270408163265306
Extreme weather events,original,Mike,brechinbrae220031.bsky.social,,"We might lose our favourite foods to climate change. Droughts, wildfires, floods & extreme weather events have turned lives upside down. Even if you haven’t experienced anything so dramatic (yet), chances are you’re feeling the pain at the supermarket. 
www.rainforest-alliance.org/everyday-act...",2025-11-11,neutral,0.021527777777777785
Extreme weather events,original,Shailesh Tiwari,dailyheadlinez.bsky.social,,"India improves its rank in climate risk index from 2023 | India News – The Times of India

NEW DELHI: India has improved both its long-term and year-wise global climate risk index (CRI) rank, figuring as the 9th and 15th most-affected country globally due to extreme weather events during the…",2025-11-11,negative,-0.28560606060606064
Extreme weather events,original,,dotnewstv.bsky.social,,"India improves its rank in climate risk index from 2023 | India News

NEW DELHI: India has improved both its long-term and year-wise global climate risk index (CRI) rank, figuring as the 9th and 15th most-affected country globally due to extreme weather events during the 1995-2024 period and in…",2025-11-11,negative,-0.28560606060606064
Extreme weather events,original,Dr. Genevieve Guenther (she/they),doctorvive.bsky.social,,"Well, well, well. It turns out more voters blame fossil fuels than renewable energy for high electricity prices—and the most voters, correctly, blame utilities. 

So if they promote more fossil fuels to lower costs, @mattyglesias.bsky.social, Dems will fail to campaign on voters' *actual* positions.",2025-11-11,positive,0.19333333333333336
Extreme weather events,original,Patricia Aas 🐢🏳️‍🌈,patigallardo.bsky.social,,"4/ So yeah, let’s bring on more extreme weather events so that some Deloitte consultant can generate a fake citation to back up his claim that dismantling civil society is Good Actually.",2025-11-11,neutral,0.09583333333333333
Extreme weather events,original,LakeBrowser,mn-lakebrowser.bsky.social,,"Arctic sea ice loss to increase strong El Niño events linked to extreme weather: Study

news.mongabay.com/2022/10/arct...",2025-11-11,positive,0.15416666666666667
Extreme weather events,original,Julie Wash,jakwash.bsky.social,,No worries. The inhabitants will be fried by then from climate change heat and drought and extreme weather events.,2025-11-11,negative,-0.125
Extreme weather events,original,ArXiv Paper Poster (cs.SI & ph-soc),soc-net-bot.bsky.social,,"Tipping to Climate Action: Qualitative Insights from a Social-Climate Model with a Committed Minority
https://arxiv.org/abs/2511.05538
It is well-established that human activity is driving extreme weather patterns, and that these extreme events influence human behaviour. However, few models a...📈🤖",2025-11-11,neutral,-0.05833333333333333
Extreme weather events,original,UFOFEED,ufofeed.bsky.social,,"Canada strengthening climate resilience through space science and innovation – SatNews

https://www.ufofeed.com/168025/canada-strengthening-climate-resilience-through-space-science-and-innovation-satnews/

Extreme weather events are becoming more frequent and severe. Heatwaves, floods, wildfires, …",2025-11-11,positive,0.23124999999999998
Extreme weather events,original,Knowledge for Development and Diplomacy (K4DD) ,k4dd.ids.ac.uk,,"Almost 40% of people in Pakistan live in urban areas 🏢

As rural livelihoods are increasingly under threat from extreme weather events, droughts and flooding, #ClimateChange is driving this urbanisation. 

Find out how in our report here ➡️
k4d.ids.ac.uk/resource/urb...",2025-11-11,neutral,0.0028409090909090884
Extreme weather events,original,John Creamer,jfcrmr.bsky.social,,"And on the other side, insurers struggle to cover regions increasingly exposed to violent and frequent extreme weather events.
#COP30 #LossAndDamage #ClimateRisk #Adaptation

🔥🔥🔥",2025-11-11,negative,-0.23750000000000002
Extreme weather events,original,Black Panther🍁🦫🇨🇦Aɴᴛɪғᴀ✌️,blackpanther25.bsky.social,,"🇧🇷 COP30 kicked off in Belem, Brazil, drawing 50,000 participants to the gateway to the Amazon rain forest.
  Despite the Paris Agreement’s goals, global emissions remain high and people are regularly killed in extreme weather events.
#ClimateCrisis
#COP30

www.dw.com/en/brazil-we...",2025-11-11,neutral,-0.04125
Extreme weather events,original,Jonathan Erdman,wxjerdman.bsky.social,,"11/11/1911...arguably the nation's most extreme cold front. 

But there's one juxtaposition in southern Wisconsin that makes this one of the most bizarre weather events in U.S. history.",2025-11-11,positive,0.1125
Extreme weather events,original,Srideep,srideepbhaduri.bsky.social,,"Conference of Parties 
What is the Solution they are making, do the only come to see each other's face. 
Is really the nation's initiative to tackle the Global warming and extreme weather events. To Curb the carbon dioxide emissions. !  They only meet each year during COP .",2025-11-11,neutral,-0.013541666666666665
Extreme weather events,original,Al Jazeera English,aljazeera.com,,Torrential rainfall in the Brazilian city of Belem flooded pavements outside the venue for the #COP30 climate talks. Scientists say climate change is making extreme weather events more common.,2025-11-11,neutral,0.018750000000000003
Extreme weather events,original,European Environment Agency,eea.europa.eu,,"Climate change is not just an environmental issue 🌍 — it’s a health issue ❤️‍🩹
Rising temperatures and extreme weather events are leading to increased heat-related illnesses, injuries, and the spread of infectious diseases. 

#climatechange #climatehealth #onehealth #climateresilience",2025-11-11,negative,-0.125
Extreme weather events,original,Montel News,montelnews.bsky.social,,"Extreme weather events in Italy are rising 12-15% annually, challenging grid reliability as Italy’s largest utility Enel works to strengthen infrastructure, a company executive said late on Monday. montelnews.com/news/9086b75...",2025-11-11,neutral,0.025000000000000005
Extreme weather events,original,,pceltnieks.bsky.social,,www.storycollider.org/archive-by-c... Amazing story about the tribulations of trying to perform rapid and necessary medical services during an intense weather event. This story had me thinking about how more frequent extreme climate events will inevitably affect the healthcare system #ENVSCOMM25-2,2025-11-11,positive,0.15937500000000002
Extreme weather events,original,marketocean - EN - BETA VERSION,market-ocean-en.bsky.social,,"The polar blast hitting the U.S. East Coast presents a stark reminder of how weather events test corporate governance frameworks in the energy sector. When extreme cold drives electricity demand to unprecedented levels, the regulatory structure governing utilities becomes",2025-11-11,neutral,-0.06805555555555555
Extreme weather events,original,NEP-DEV: Development,repec-nep-dev.bsky.social,,Resilience in adversity: how social policies amend labor and capital mobility in the face of extreme weather events: Vinicius Schuabb; Pedro Chaves Maia; Valdemar Pinho Neto; Sergio Guimarães; Paulo Tafner ,2025-11-10,neutral,-0.04583333333333334
Extreme weather events,original,Margarete Rosalind Weidenhammer,margareterosali.bsky.social,," taz.de/Fluchtgrund-...
Reason for flight: #climatecrisis 250 million internally displaced people because of the #climate

Over the past decade, extreme #weather events such as #floods and droughts have displaced many people. They often stayed close to their hometown.",2025-11-10,neutral,0.025
Extreme weather events,original,,nelliaguilera.bsky.social,,"Shhhh! No one talks about how much money we lose...
It's a LOT!

Will get bigger as the problem expands. Smaller businesses aren't able to withstand such extreme weather events.

Now, it is prudent to have in addition to rainy day fund, a climate change fund.

#climateimpact #climatebusinesslosses",2025-11-10,positive,0.10416666666666667
Extreme weather events,original,JonSam,jonsam1961b.bsky.social,,"NASA:

“As the climate changes, the frequency and intensity of extreme weather events are increasing.”

science.nasa.gov/climate-chan...",2025-11-10,negative,-0.125
Extreme weather events,original,BYTESEU,byteseu.bsky.social,,"COP30 must address health needs of communities affected by the climate emergency | Doctors Without Borders

https://www.byteseu.com/1528758/

Intense weather can drive food instability as well as the spread of disease Some of our other projects respond to extreme weather events, such as cyclones …",2025-11-10,neutral,-0.012499999999999997
Extreme weather events,original,Climate News,climatenews.bsky.social,,And for coping with extreme weather events Jamaica has just shown how valuable solar and batteries are: directly after hurricane Melissa people with solar and batteries have bounced back. Those on the gas grid don’t have any energy.,2025-11-10,neutral,-0.008333333333333331
Extreme weather events,original,Paul Beers Academy,paulbeersacademy.bsky.social,,"We need to be taking steps to protect our infrastructure from the extreme weather events that are here now.  How is your business going to adapt?  The UK Climate adaptation plan may help with ideas see assets.publishing.service.gov.uk/media/64ba74...
 #COP30 #ClimateAdaptation",2025-11-10,negative,-0.125
Extreme weather events,original,Howard Breen He/Him,howardbreen.bsky.social,,What lessons have been learned for future extreme weather events? | DW News youtu.be/bWT-oNiLsRg?...,2025-11-10,neutral,-0.0625
Extreme weather events,original,Serene Doomer,serenaribena.bsky.social,,"'In 2024, a third of all emergencies declared by UNHCR involved floods, drought, wildfires & other extreme weather events affecting people displaced by war.

3/4 of refugees and other displaced people now live in countries facing high or extreme exposure to climate-related hazards'",2025-11-10,neutral,-0.02909090909090909
Extreme weather events,original,Robin,robin47.bsky.social,,"I feel for the poor philipinos who already live a life in absolute poverty having to continually face extreme weather events that have such dramatic effects on their shelter, food security and their actual existence.",2025-11-10,neutral,-0.08885281385281386
Extreme weather events,original,SBS Australia (unofficial),sbsaustralia.nzcow.com,,"📢 After extreme weather events across the country this year, India will be among countries at COP 30 this week, calling for developed nations to pay more to mitigate the impacts of climate change. At last year’s COP conference, delegates agreed to a new financial target of $450 billion per year by…",2025-11-10,positive,0.10189393939393938
Extreme weather events,original,News X,news-x.bsky.social,,"Typhoon Kalmaegi, deadliest of the year, hits Vietnam after killing 188+ in the Philippines 🇵🇭🇻🇳 Scientists warn rising global temps 🌡️ fuel more frequent & intense extreme weather events. ⚠️ #ClimateChange #SuperStorms",2025-11-10,positive,0.135
Extreme weather events,original,Japan Beyond Coal,beyond-coal.jp,,"Climate change-induced extreme weather events are causing significant damage to the health, livelihoods, societies, and economies of people worldwide. Here we picked up 2 reports.
beyond-coal.jp/en/news/heal...
#beyondcoal #脱石炭",2025-11-10,positive,0.125
Extreme weather events,original,Peter Fotopoulos,peterfotopoulos.bsky.social,,"Nothing will be done in time to avert catastrophic global warming and mass species extinction, severe droughts, global crop failures, famine, tropical disease migration, extreme weather events, coastal flooding, massive wildfires, and wars over resources. We are entering the F-zone on this timeline.",2025-11-10,neutral,-0.03125
Extreme weather events,original,"Climate, Ecology, War & More - Dr Glen Barry BigEarthData.ai",bigearthdata.bsky.social,,"'Climate whiplash': Asia's worst extreme weather events of 2025
->Eco-Business | More from Lil Dr Glen EcoChat at BigEarthData.ai",2025-11-10,negative,-0.20833333333333334
